PS C:\Users\kienb\Downloads\Air-and-Noise-Monitoring-System-1-main\Air-and-Noise-Monitoring-System-1-main> pio device monitor -p COM3 -b 115200
--- Terminal on COM3 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
--------------------------------
--------------------------------
CO2 (MQ135): 425.31 ppm -> Good Air
Noise Level: 68.46 dB
--------------------------------
--------------------------------
CO2 (MQ135): 412.64 ppm -> Good Air
Noise Level: 46.73 dB
--------------------------------
--------------------------------
CO2 (MQ135): 448.07 ppm -> Good Air
Noise Level: 63.95 dB
--------------------------------
--------------------------------
CO2 (MQ135): 437.32 ppm -> Good Air
Noise Level: 63.63 dB
--------------------------------
--------------------------------
CO2 (MQ135): 682.20 ppm -> Good Air
Noise Level: 44.35 dB
--------------------------------
--------------------------------
CO2 (MQ135): 817.11 ppm -> Good Air
Noise Level: 48.94 dB
--------------------------------
--------------------------------
CO2 (MQ135): 1252.27 ppm -> Moderate Air
Noise Level: 53.59 dB
--------------------------------
--------------------------------
CO2 (MQ135): 943.31 ppm -> Good Air
Noise Level: 64.17 dB
--------------------------------
--------------------------------
CO2 (MQ135): 512.57 ppm -> Good Air
Noise Level: 46.81 dB
--------------------------------
--------------------------------
CO2 (MQ135): 1342.97 ppm -> Moderate Air
Noise Level: 64.85 dB
--------------------------------
--------------------------------
CO2 (MQ135): 492.20 ppm -> Good Air
Noise Level: 68.47 dB
--------------------------------
--------------------------------
CO2 (MQ135): 784.28 ppm -> Good Air
Noise Level: 68.36 dB
--------------------------------
--------------------------------
CO2 (MQ135): 412.64 ppm -> Good Air
Noise Level: 59.15 dB
--------------------------------
--------------------------------
CO2 (MQ135): 468.87 ppm -> Good Air
Noise Level: 68.66 dB
--------------------------------
--------------------------------
CO2 (MQ135): 429.65 ppm -> Good Air
Noise Level: 68.49 dB
--------------------------------
--------------------------------
CO2 (MQ135): 481.29 ppm -> Good Air
Noise Level: 68.54 dB
--------------------------------
--------------------------------
CO2 (MQ135): 492.35 ppm -> Good Air
Noise Level: 68.65 dB
--------------------------------
--------------------------------
CO2 (MQ135): 419.27 ppm -> Good Air
Noise Level: 68.78 dB
--------------------------------
--------------------------------
CO2 (MQ135): 454.98 ppm -> Good Air
Noise Level: 69.03 dB
--------------------------------
--------------------------------
CO2 (MQ135): 497.35 ppm -> Good Air
Noise Level: 68.89 dB
--------------------------------
--------------------------------
CO2 (MQ135): 498.21 ppm -> Good Air
Noise Level: 68.57 dB
--------------------------------
--------------------------------
CO2 (MQ135): 638.69 ppm -> Good Air
Noise Level: 68.65 dB
--------------------------------
--------------------------------
CO2 (MQ135): 772.68 ppm -> Good Air
Noise Level: 68.73 dB
--------------------------------
--------------------------------
CO2 (MQ135): 484.03 ppm -> Good Air
Noise Level: 68.69 dB
