--------------------------------
--------------------------------
CO2 (MQ135): 416.29 ppm -> Good Air
Noise Level: 63.48 dB
--------------------------------
--------------------------------
CO2 (MQ135): 448.87 ppm -> Good Air
Noise Level: 68.70 dB
--------------------------------
--------------------------------
CO2 (MQ135): 472.68 ppm -> Good Air
Noise Level: 68.59 dB
--------------------------------
--------------------------------
CO2 (MQ135): 438.69 ppm -> Good Air
Noise Level: 62.68 dB
--------------------------------
--------------------------------
CO2 (MQ135): 786.32 ppm -> Good Air
Noise Level: 68.47 dB
--------------------------------
--------------------------------
CO2 (MQ135): 875.54 ppm -> Good Air
Noise Level: 68.43 dB
--------------------------------
--------------------------------
CO2 (MQ135): 1275.54 ppm -> Moderate Air
Noise Level: 62.84 dB
--------------------------------
--------------------------------
CO2 (MQ135): 893.31 ppm -> Good Air
Noise Level: 68.54 dB
--------------------------------
--------------------------------
CO2 (MQ135): 404.39 ppm -> Good Air
Noise Level: 67.17 dB
--------------------------------
--------------------------------
CO2 (MQ135): 460.20 ppm -> Good Air
Noise Level: 64.16 dB
--------------------------------
--------------------------------
CO2 (MQ135): 543.57 ppm -> Good Air
Noise Level: 68.47 dB
--------------------------------
--------------------------------
CO2 (MQ135): 429.65 ppm -> Good Air
Noise Level: 68.39 dB
--------------------------------
--------------------------------
CO2 (MQ135): 448.87 ppm -> Good Air
Noise Level: 58.17 dB
--------------------------------
--------------------------------
CO2 (MQ135): 404.39 ppm -> Good Air
Noise Level: 68.43 dB
--------------------------------
--------------------------------
CO2 (MQ135): 893.31 ppm -> Good Air
Noise Level: 68.40 dB
--------------------------------
--------------------------------
CO2 (MQ135): 827.54 ppm -> Good Air
Noise Level: 68.69 dB
--------------------------------
--------------------------------
CO2 (MQ135): 729.35 ppm -> Good Air
Noise Level: 68.38 dB
--------------------------------
--------------------------------
CO2 (MQ135): 821.11 ppm -> Good Air
Noise Level: 68.37 dB
--------------------------------
--------------------------------
CO2 (MQ135): 1372.20 ppm -> Moderate Air
Noise Level: 65.15 dB
--------------------------------
--------------------------------
CO2 (MQ135): 1453.81 ppm -> Moderate Air
Noise Level: 58.28 dB
--------------------------------
--------------------------------
CO2 (MQ135): 834.28 ppm -> Good Air
Noise Level: 68.40 dB
--------------------------------
--------------------------------
CO2 (MQ135): 893.31 ppm -> Good Air
Noise Level: 68.40 dB
--------------------------------
--------------------------------
CO2 (MQ135): 893.31 ppm -> Good Air
Noise Level: 66.60 dB
--------------------------------
--------------------------------
CO2 (MQ135): 460.20 ppm -> Good Air
Noise Level: 68.41 dB
--------------------------------
--------------------------------
CO2 (MQ135): 572.20 ppm -> Good Air
Noise Level: 68.38 dB
--------------------------------
--------------------------------
CO2 (MQ135): 404.39 ppm -> Good Air
Noise Level: 68.60 dB
--------------------------------
--------------------------------
CO2 (MQ135): 493.31 ppm -> Good Air
Noise Level: 52.77 dB
--------------------------------
--------------------------------
CO2 (MQ135): 401.12 ppm -> Good Air
Noise Level: 45.44 dB
--------------------------------
--------------------------------
CO2 (MQ135): 486.32 ppm -> Good Air
Noise Level: 43.64 dB
--------------------------------
--------------------------------
CO2 (MQ135): 401.12 ppm -> Good Air
Noise Level: 47.78 dB
--------------------------------
--------------------------------
CO2 (MQ135): 401.12 ppm -> Good Air
Noise Level: 45.44 dB
--------------------------------
--------------------------------
CO2 (MQ135): 416.29 ppm -> Good Air
Noise Level: 45.98 dB
--------------------------------
--------------------------------
CO2 (MQ135): 401.12 ppm -> Good Air
Noise Level: 45.25 dB
--------------------------------
--------------------------------
CO2 (MQ135): 460.20 ppm -> Good Air
Noise Level: 61.75 dB
--------------------------------
--------------------------------
CO2 (MQ135): 443.57 ppm -> Good Air
Noise Level: 38.99 dB
--------------------------------
--------------------------------
CO2 (MQ135): 486.32 ppm -> Good Air
Noise Level: 43.58 dB
--------------------------------
--------------------------------
CO2 (MQ135): 443.57 ppm -> Good Air
Noise Level: 37.50 dB
--------------------------------
--------------------------------
CO2 (MQ135): 416.29 ppm -> Good Air
Noise Level: 36.90 dB
--------------------------------
--------------------------------
CO2 (MQ135): 416.29 ppm -> Good Air
Noise Level: 62.65 dB
--------------------------------
--------------------------------
CO2 (MQ135): 416.29 ppm -> Good Air
Noise Level: 65.09 dB
--------------------------------
--------------------------------
CO2 (MQ135): 404.39 ppm -> Good Air
Noise Level: 64.39 dB
--------------------------------
--------------------------------
CO2 (MQ135): 460.20 ppm -> Good Air
Noise Level: 63.42 dB
--------------------------------
--------------------------------
CO2 (MQ135): 421.73 ppm -> Good Air
Noise Level: 64.06 dB
--------------------------------
--------------------------------
CO2 (MQ135): 460.20 ppm -> Good Air
Noise Level: 65.25 dB
--------------------------------
--------------------------------
CO2 (MQ135): 484.03 ppm -> Good Air
Noise Level: 60.37 dB
--------------------------------
--------------------------------
CO2 (MQ135): 404.39 ppm -> Good Air
Noise Level: 63.74 dB
--------------------------------
--------------------------------
CO2 (MQ135): 484.03 ppm -> Good Air
Noise Level: 64.78 dB
--------------------------------
--------------------------------
CO2 (MQ135): 429.65 ppm -> Good Air
Noise Level: 64.80 dB
--------------------------------
--------------------------------
CO2 (MQ135): 504.70 ppm -> Good Air
Noise Level: 65.23 dB
--------------------------------
--------------------------------
CO2 (MQ135): 514.94 ppm -> Good Air
Noise Level: 66.62 dB
--------------------------------
--------------------------------
CO2 (MQ135): 568.20 ppm -> Good Air
Noise Level: 66.00 dB
--------------------------------
--------------------------------
CO2 (MQ135): 568.20 ppm -> Good Air
Noise Level: 64.92 dB
--------------------------------
--------------------------------
